CALENDAR_DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY(mins),SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME(mins),DISTANCE(mi),SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,IATA_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
1,Tuesday,WN,1294,N915WN,LAX,PHX,2024-10-02 05:40:00,,,2024-10-02 08:00:00,,,370,2024-10-02 08:00:00,,,0,1,A,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
1,Tuesday,WN,3197,N494WN,LAS,PHX,2024-10-02 06:05:00,,,2024-10-02 07:00:00,,,255,2024-10-02 08:15:00,,,0,1,A,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
1,Tuesday,AA,1764,,FLL,DCA,2024-10-02 06:50:00,,,2024-10-02 14:06:00,,,899,2024-10-02 09:16:00,,,0,1,A,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
1,Tuesday,AA,2462,N873AA,DFW,LAX,2024-10-02 09:15:00,,,2024-10-02 21:02:00,,,1235,2024-10-02 10:47:00,,,0,1,A,,,,,,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
1,Tuesday,AA,2157,,DCA,LGA,2024-10-02 14:00:00,,,2024-10-02 09:00:00,,,214,2024-10-02 15:30:00,,,0,1,C,,,,,,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
1,Tuesday,AA,2131,,BOS,LGA,2024-10-02 15:00:00,,,2024-10-02 09:00:00,,,184,2024-10-02 16:30:00,,,0,1,C,,,,,,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
1,Tuesday,AA,2157,,LGA,DCA,2024-10-02 16:00:00,,,2024-10-02 08:08:00,,,214,2024-10-02 17:28:00,,,0,1,C,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
1,Tuesday,AA,2141,,LGA,BOS,2024-10-02 17:00:00,,,2024-10-02 08:05:00,,,184,2024-10-02 18:25:00,,,0,1,C,,,,,,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
1,Tuesday,AA,2116,,DCA,BOS,2024-10-02 17:30:00,,,2024-10-02 09:03:00,,,399,2024-10-02 19:03:00,,,0,1,A,,,,,,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
1,Tuesday,AA,2116,,BOS,DCA,2024-10-02 20:00:00,,,2024-10-02 09:08:00,,,399,2024-10-02 21:38:00,,,0,1,A,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
2,Wednesday,WN,1614,N417WN,MDW,PHL,2024-10-02 05:20:00,,,2024-10-02 11:05:00,,,668,2024-10-02 08:15:00,,,0,1,B,,,,,,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
2,Wednesday,WN,1524,N646SW,MHT,BWI,2024-10-02 05:35:00,,,2024-10-02 10:05:00,,,377,2024-10-02 07:20:00,,,0,1,B,,,,,,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
2,Wednesday,WN,1429,N460WN,MCI,MDW,2024-10-02 05:40:00,,,2024-10-02 09:00:00,,,405,2024-10-02 07:10:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
2,Wednesday,WN,3092,N280WN,MDW,DCA,2024-10-02 05:40:00,,,2024-10-02 10:05:00,,,601,2024-10-02 08:25:00,,,0,1,B,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
2,Wednesday,WN,281,N569WN,BNA,MDW,2024-10-02 05:45:00,,,2024-10-02 09:05:00,,,395,2024-10-02 07:20:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
2,Wednesday,WN,2010,N926WN,PHL,MDW,2024-10-02 05:45:00,,,2024-10-02 14:00:00,,,668,2024-10-02 07:05:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
2,Wednesday,WN,3142,N489WN,DCA,MDW,2024-10-02 06:00:00,,,2024-10-02 12:05:00,,,601,2024-10-02 07:05:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
2,Wednesday,WN,2876,N732SW,MDW,ATL,2024-10-02 06:00:00,,,2024-10-02 11:05:00,,,591,2024-10-02 08:55:00,,,0,1,B,,,,,,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
2,Wednesday,WN,2946,N567WN,MDW,EWR,2024-10-02 06:00:00,,,2024-10-02 12:00:00,,,711,2024-10-02 09:00:00,,,0,1,B,,,,,,EWR,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
2,Wednesday,WN,2136,N291WN,EWR,MDW,2024-10-02 06:20:00,,,2024-10-02 14:05:00,,,711,2024-10-02 07:45:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
2,Wednesday,WN,845,N944WN,MDW,MCI,2024-10-02 06:45:00,,,2024-10-02 09:05:00,,,405,2024-10-02 08:20:00,,,0,1,B,,,,,,MCI,Kansas City International Airport,Kansas City,MO,USA,39.29761,-94.71391
2,Wednesday,WN,140,N7728D,ATL,MDW,2024-10-02 07:40:00,,,2024-10-02 11:05:00,,,591,2024-10-02 08:35:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
2,Wednesday,WN,2806,N569WN,MDW,BNA,2024-10-02 07:50:00,,,2024-10-02 08:05:00,,,395,2024-10-02 09:15:00,,,0,1,B,,,,,,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
2,Wednesday,WN,1887,N966WN,MDW,DCA,2024-10-02 08:15:00,,,2024-10-02 10:05:00,,,601,2024-10-02 11:00:00,,,0,1,B,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
2,Wednesday,AA,2169,,DCA,BOS,2024-10-02 08:30:00,,,2024-10-02 08:07:00,,,399,2024-10-02 09:57:00,,,0,1,A,,,,,,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
2,Wednesday,AA,458,,SAN,PHL,2024-10-02 08:35:00,,,2024-10-02 03:06:00,,,2370,2024-10-02 16:41:00,,,0,1,A,,,,,,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
2,Wednesday,WN,2753,N495WN,BWI,FNT,2024-10-02 10:35:00,,,2024-10-02 10:00:00,,,452,2024-10-02 12:15:00,,,0,1,B,,,,,,FNT,Bishop International Airport,Flint,MI,USA,42.9655,-83.74346
2,Wednesday,AA,2169,,BOS,DCA,2024-10-02 11:00:00,,,2024-10-02 09:06:00,,,399,2024-10-02 12:36:00,,,0,1,A,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
2,Wednesday,AA,841,N951UW,PHL,PVD,2024-10-02 11:30:00,2024-10-02 11:27:00,-3.0,2024-10-02 06:06:00,,,237,2024-10-02 12:36:00,,,0,1,B,,,,,,PVD,Theodore Francis Green State Airport,Providence,RI,USA,41.724,-71.42822
2,Wednesday,WN,1570,N715SW,ATL,MDW,2024-10-02 11:35:00,,,2024-10-02 11:05:00,,,591,2024-10-02 12:30:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
2,Wednesday,WN,1888,N966WN,DCA,MDW,2024-10-02 11:35:00,,,2024-10-02 12:05:00,,,601,2024-10-02 12:40:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
2,Wednesday,WN,15,N701GS,HOU,DCA,2024-10-02 11:35:00,,,2024-10-02 16:05:00,,,1218,2024-10-02 15:20:00,,,0,1,A,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
2,Wednesday,WN,1827,N474WN,MDW,EWR,2024-10-02 12:05:00,,,2024-10-02 12:05:00,,,711,2024-10-02 15:10:00,,,0,1,C,,,,,,EWR,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
2,Wednesday,WN,434,N212WN,LAS,SAN,2024-10-02 12:25:00,,,2024-10-02 07:00:00,,,258,2024-10-02 13:35:00,,,0,1,A,,,,,,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
2,Wednesday,WN,2250,N203WN,PIT,MDW,2024-10-02 12:30:00,,,2024-10-02 09:00:00,,,402,2024-10-02 13:00:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
2,Wednesday,WN,1672,N432WN,MDW,ATL,2024-10-02 12:40:00,,,2024-10-02 11:00:00,,,591,2024-10-02 15:30:00,,,0,1,B,,,,,,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
2,Wednesday,AA,1890,,PVD,PHL,2024-10-02 13:11:00,,,2024-10-02 08:03:00,,,237,2024-10-02 14:34:00,,,0,1,B,,,,,,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
2,Wednesday,WN,4060,N567WN,MDW,DCA,2024-10-02 13:35:00,,,2024-10-02 10:05:00,,,601,2024-10-02 16:20:00,,,0,1,B,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
2,Wednesday,WN,727,N701GS,DCA,HOU,2024-10-02 14:00:00,,,2024-10-02 22:00:00,,,1218,2024-10-02 16:40:00,,,0,1,A,,,,,,HOU,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889
2,Wednesday,WN,957,N212WN,SAN,PHX,2024-10-02 14:05:00,,,2024-10-02 07:00:00,,,304,2024-10-02 16:15:00,,,0,1,A,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
2,Wednesday,WN,1680,N361SW,MSY,HOU,2024-10-02 14:05:00,,,2024-10-02 07:00:00,,,302,2024-10-02 15:15:00,,,0,1,A,,,,,,HOU,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889
2,Wednesday,WN,2204,N764SW,DCA,MDW,2024-10-02 15:00:00,,,2024-10-02 12:05:00,,,601,2024-10-02 16:05:00,,,0,1,C,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
2,Wednesday,WN,1828,N474WN,EWR,MDW,2024-10-02 15:45:00,,,2024-10-02 15:00:00,,,711,2024-10-02 17:15:00,,,0,1,C,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
2,Wednesday,WN,2205,N764SW,MDW,DCA,2024-10-02 16:40:00,,,2024-10-02 10:05:00,,,601,2024-10-02 19:25:00,,,0,1,C,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
2,Wednesday,AA,416,,JFK,CLT,2024-10-02 17:05:00,,,2024-10-02 12:09:00,,,541,2024-10-02 19:14:00,,,0,1,A,,,,,,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
2,Wednesday,WN,1054,N946WN,SJC,BUR,2024-10-02 17:20:00,,,2024-10-02 06:00:00,,,296,2024-10-02 18:20:00,,,0,1,A,,,,,,BUR,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,USA,34.20062,-118.3585
2,Wednesday,AA,1873,,SAT,CLT,2024-10-02 17:40:00,,,2024-10-02 16:02:00,,,1095,2024-10-02 21:22:00,,,0,1,A,,,,,,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
2,Wednesday,WN,1055,N946WN,BUR,SJC,2024-10-02 18:50:00,,,2024-10-02 06:05:00,,,296,2024-10-02 19:55:00,,,0,1,A,,,,,,SJC,Norman Y. Mineta San José International Airport,San Jose,CA,USA,37.36186,-121.92901
2,Wednesday,WN,1716,N414WN,DCA,MDW,2024-10-02 19:30:00,,,2024-10-02 12:05:00,,,601,2024-10-02 20:35:00,,,0,1,A,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
2,Wednesday,WN,1603,N7747C,MDW,PIT,2024-10-02 20:05:00,,,2024-10-02 08:00:00,,,402,2024-10-02 22:25:00,,,0,1,A,,,,,,PIT,Pittsburgh International Airport,Pittsburgh,PA,USA,40.49147,-80.23287
3,Thursday,WN,1316,N7733B,LAX,OAK,2024-10-02 05:50:00,,,2024-10-02 08:05:00,,,337,2024-10-02 07:15:00,,,0,1,A,,,,,,OAK,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
3,Thursday,WN,2977,N777QC,OAK,LAX,2024-10-02 05:55:00,,,2024-10-02 08:05:00,,,337,2024-10-02 07:20:00,,,0,1,A,,,,,,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
3,Thursday,WN,4042,N237WN,ATL,BOS,2024-10-02 08:05:00,,,2024-10-02 15:00:00,,,946,2024-10-02 10:35:00,,,0,1,A,,,,,,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
3,Thursday,WN,389,N618WN,BWI,BNA,2024-10-02 08:05:00,,,2024-10-02 12:00:00,,,587,2024-10-02 09:05:00,,,0,1,A,,,,,,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
3,Thursday,WN,2407,N663SW,SAN,SFO,2024-10-02 08:10:00,,,2024-10-02 09:00:00,,,447,2024-10-02 09:40:00,,,0,1,C,,,,,,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
3,Thursday,WN,1260,N719SW,SNA,SFO,2024-10-02 08:20:00,,,2024-10-02 08:05:00,,,372,2024-10-02 09:45:00,,,0,1,C,,,,,,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
3,Thursday,AA,2144,,LGA,DCA,2024-10-02 09:00:00,,,2024-10-02 08:05:00,,,214,2024-10-02 10:25:00,,,0,1,A,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
3,Thursday,WN,1281,N363SW,SFO,SAN,2024-10-02 09:15:00,,,2024-10-02 09:00:00,,,447,2024-10-02 10:45:00,,,0,1,C,,,,,,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
3,Thursday,WN,1262,N719SW,SFO,SNA,2024-10-02 10:20:00,,,2024-10-02 08:05:00,,,372,2024-10-02 11:45:00,,,0,1,C,,,,,,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822
3,Thursday,WN,2408,N663SW,SFO,LAX,2024-10-02 10:35:00,,,2024-10-02 08:00:00,,,337,2024-10-02 11:55:00,,,0,1,C,,,,,,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
3,Thursday,AA,2154,,DCA,LGA,2024-10-02 11:00:00,,,2024-10-02 07:04:00,,,214,2024-10-02 12:14:00,,,0,1,A,,,,,,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
3,Thursday,WN,573,N237WN,BOS,ATL,2024-10-02 11:10:00,,,2024-10-02 18:05:00,,,946,2024-10-02 14:15:00,,,0,1,A,,,,,,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
3,Thursday,WN,2409,N663SW,LAX,SFO,2024-10-02 12:35:00,,,2024-10-02 08:00:00,,,337,2024-10-02 13:55:00,,,0,1,C,,,,,,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
3,Thursday,WN,36,N561WN,TPA,HOU,2024-10-02 13:00:00,,,2024-10-02 14:00:00,,,781,2024-10-02 14:20:00,,,0,1,A,,,,,,HOU,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889
3,Thursday,WN,2402,N358SW,LAX,SFO,2024-10-02 13:35:00,,,2024-10-02 07:05:00,,,337,2024-10-02 14:50:00,,,0,1,C,,,,,,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
3,Thursday,WN,2410,N663SW,SFO,LAX,2024-10-02 14:50:00,,,2024-10-02 08:00:00,,,337,2024-10-02 16:10:00,,,0,1,C,,,,,,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
3,Thursday,AA,2143,,LGA,DCA,2024-10-02 15:00:00,,,2024-10-02 08:04:00,,,214,2024-10-02 16:24:00,,,0,1,A,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
3,Thursday,AA,2153,,DCA,LGA,2024-10-02 17:00:00,,,2024-10-02 09:00:00,,,214,2024-10-02 18:30:00,,,0,1,A,,,,,,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
4,Friday,WN,1628,N527SW,DAL,HOU,2024-10-02 06:00:00,,,2024-10-02 06:05:00,,,239,2024-10-02 07:05:00,,,0,1,A,,,,,,HOU,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889
4,Friday,AA,2265,N3EEAA,MIA,PHL,2024-10-02 07:15:00,,,2024-10-02 16:09:00,,,1013,2024-10-02 10:04:00,,,0,1,A,,,,,,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
4,Friday,AA,1933,,BOS,PHL,2024-10-02 07:30:00,,,2024-10-02 10:04:00,,,280,2024-10-02 09:14:00,,,0,1,A,,,,,,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
4,Friday,WN,2698,N363SW,OAK,PHX,2024-10-02 09:30:00,,,2024-10-02 11:00:00,,,646,2024-10-02 12:20:00,,,0,1,A,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
4,Friday,AA,2431,N4WMAA,SJC,DFW,2024-10-02 10:18:00,,,2024-10-02 20:07:00,,,1438,2024-10-02 15:45:00,,,0,1,A,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
4,Friday,AA,1369,N3ESAA,PHL,MIA,2024-10-02 11:30:00,,,2024-10-02 17:06:00,,,1013,2024-10-02 14:26:00,,,0,1,A,,,,,,MIA,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
4,Friday,AA,521,,DEN,PHX,2024-10-02 14:40:00,,,2024-10-02 11:03:00,,,602,2024-10-02 16:33:00,,,0,1,A,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
4,Friday,AA,449,,BWI,PHX,2024-10-02 17:05:00,,,2024-10-02 03:07:00,,,1999,2024-10-02 20:12:00,,,0,1,A,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
4,Friday,AA,1181,N4YFAA,DFW,DAY,2024-10-02 20:25:00,2024-10-02 20:21:00,-4.0,2024-10-02 13:05:00,,,861,2024-10-02 23:40:00,,,0,1,B,,,,,,DAY,James M. Cox Dayton International Airport,Dayton,OH,USA,39.90238,-84.21938
4,Friday,WN,3030,N741SA,BWI,DAY,2024-10-02 22:35:00,,,2024-10-02 09:00:00,,,406,,,,0,1,A,,,,,,DAY,James M. Cox Dayton International Airport,Dayton,OH,USA,39.90238,-84.21938
5,Saturday,WN,2939,N201LV,BDL,MDW,2024-10-02 05:30:00,,,2024-10-02 16:00:00,,,777,2024-10-02 07:10:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,1790,N958WN,MDW,DCA,2024-10-02 05:40:00,,,2024-10-02 10:00:00,,,601,2024-10-02 08:20:00,,,0,1,B,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
5,Saturday,WN,2329,N921WN,MCI,MDW,2024-10-02 05:45:00,,,2024-10-02 09:00:00,,,405,2024-10-02 07:15:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,1934,N404WN,EWR,MDW,2024-10-02 06:00:00,,,2024-10-02 14:05:00,,,711,2024-10-02 07:25:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,2965,N8305E,ORF,MDW,2024-10-02 06:00:00,,,2024-10-02 15:00:00,,,704,2024-10-02 07:30:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,2924,N259WN,BOS,MDW,2024-10-02 06:05:00,,,2024-10-02 17:05:00,,,861,2024-10-02 08:00:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,1397,N420WN,DAY,BWI,2024-10-02 06:05:00,,,2024-10-02 09:00:00,,,406,2024-10-02 07:35:00,,,0,1,B,,,,,,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
5,Saturday,AA,1217,N4YFAA,DAY,DFW,2024-10-02 06:09:00,,,2024-10-02 17:06:00,,,861,2024-10-02 08:05:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
5,Saturday,WN,4017,N710SW,AUS,MDW,2024-10-02 06:10:00,,,2024-10-02 15:05:00,,,972,2024-10-02 08:45:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,348,N211WN,ICT,MDW,2024-10-02 06:10:00,,,2024-10-02 11:05:00,,,589,2024-10-02 08:05:00,,,0,1,A,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,1222,N780SW,OMA,MDW,2024-10-02 06:20:00,,,2024-10-02 09:05:00,,,423,2024-10-02 07:55:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,2481,N7748A,PIT,MDW,2024-10-02 06:25:00,,,2024-10-02 10:00:00,,,402,2024-10-02 07:05:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,3257,N961WN,IAD,MDW,2024-10-02 06:25:00,,,2024-10-02 12:00:00,,,577,2024-10-02 07:25:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,1298,N715SW,LAS,PHX,2024-10-02 06:25:00,,,2024-10-02 06:05:00,,,255,2024-10-02 08:30:00,,,0,1,A,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
5,Saturday,WN,1217,N457WN,BUF,MDW,2024-10-02 06:35:00,,,2024-10-02 11:05:00,,,468,2024-10-02 07:30:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,3773,N210WN,RDU,MDW,2024-10-02 06:40:00,,,2024-10-02 13:00:00,,,632,2024-10-02 07:50:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,3582,N7713A,DCA,MDW,2024-10-02 06:40:00,,,2024-10-02 12:05:00,,,601,2024-10-02 07:45:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,4007,N277WN,MCO,MDW,2024-10-02 06:50:00,,,2024-10-02 17:05:00,,,990,2024-10-02 08:45:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,2492,N213WN,RSW,MDW,2024-10-02 06:55:00,,,2024-10-02 17:05:00,,,1105,2024-10-02 08:50:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,3084,N602SW,ATL,STL,2024-10-02 07:00:00,,,2024-10-02 10:00:00,,,484,2024-10-02 07:40:00,,,0,1,A,,,,,,STL,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.74769,-90.35999
5,Saturday,WN,1903,N462WN,DTW,MDW,2024-10-02 07:05:00,,,2024-10-02 08:00:00,,,228,2024-10-02 07:25:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,3331,N8303R,CLE,MDW,2024-10-02 07:10:00,,,2024-10-02 09:05:00,,,307,2024-10-02 07:45:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5,Saturday,WN,2481,N961WN,MDW,PHL,2024-10-02 07:40:00,,,2024-10-02 11:05:00,,,668,2024-10-02 10:35:00,,,0,1,B,,,,,,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
5,Saturday,WN,2939,N463WN,MDW,MCI,2024-10-02 07:50:00,,,2024-10-02 09:00:00,,,405,2024-10-02 09:20:00,,,0,1,B,,,,,,MCI,Kansas City International Airport,Kansas City,MO,USA,39.29761,-94.71391
5,Saturday,WN,1934,N404WN,MDW,PIT,2024-10-02 08:00:00,,,2024-10-02 07:05:00,,,402,2024-10-02 10:15:00,,,0,1,B,,,,,,PIT,Pittsburgh International Airport,Pittsburgh,PA,USA,40.49147,-80.23287
5,Saturday,WN,3257,N961WN,MDW,CLE,2024-10-02 08:00:00,,,2024-10-02 07:00:00,,,307,2024-10-02 10:10:00,,,0,1,B,,,,,,CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494
5,Saturday,WN,1905,N462WN,MDW,DTW,2024-10-02 08:05:00,,,2024-10-02 06:05:00,,,228,2024-10-02 10:10:00,,,0,1,B,,,,,,DTW,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
5,Saturday,WN,3084,N602SW,STL,BWI,2024-10-02 08:15:00,,,2024-10-02 11:05:00,,,738,2024-10-02 11:10:00,,,0,1,A,,,,,,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
5,Saturday,WN,2301,N489WN,MDW,BOS,2024-10-02 08:15:00,,,2024-10-02 12:05:00,,,861,2024-10-02 11:20:00,,,0,1,B,,,,,,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
5,Saturday,WN,3068,N8305E,MDW,FLL,2024-10-02 08:25:00,,,2024-10-02 18:00:00,,,1167,2024-10-02 12:25:00,,,0,1,B,,,,,,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
5,Saturday,WN,3274,N786SW,MDW,RSW,2024-10-02 08:30:00,,,2024-10-02 17:05:00,,,1105,2024-10-02 12:25:00,,,0,1,B,,,,,,RSW,Southwest Florida International Airport,Ft. Myers,FL,USA,26.53617,-81.75517
