CALENDAR_DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY(mins),SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME(mins),DISTANCE(mi),SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,IATA_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
28,Monday,AA,344,N3KYAA,PDX,ORD,2024-10-02 23:59:00,,,2024-10-02 02:40:00,,,1739,2024-10-02 05:59:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
28,Monday,AA,219,N3EVAA,LAX,ORD,2024-10-02 23:59:00,,,2024-10-02 02:44:00,,,1744,2024-10-02 06:03:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,AA,1230,N3JNAA,SEA,DFW,,,,2024-10-02 23:00:00,,,1660,2024-10-02 05:55:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
29,Tuesday,AA,2406,N861AA,LAX,DFW,2024-10-02 01:00:00,,,2024-10-02 17:01:00,,,1235,2024-10-02 05:01:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
29,Tuesday,AA,1475,N3DMAA,PDX,DFW,2024-10-02 01:05:00,,,2024-10-02 22:02:00,,,1616,2024-10-02 05:57:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
29,Tuesday,AA,1490,N3LTAA,RNO,ORD,2024-10-02 01:05:00,,,2024-10-02 23:06:00,,,1671,2024-10-02 06:11:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,AA,99,N3CMAA,SMF,DFW,2024-10-02 05:00:00,,,2024-10-02 20:02:00,,,1431,2024-10-02 06:12:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
29,Tuesday,AA,1113,N3HYAA,LAX,ORD,2024-10-02 05:05:00,,,2024-10-02 02:50:00,,,1744,2024-10-02 07:05:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,AA,185,N870AA,LAS,DFW,2024-10-02 05:09:00,,,2024-10-02 16:04:00,,,1055,2024-10-02 05:43:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
29,Tuesday,AA,1059,N3BAAA,ONT,DFW,2024-10-02 11:00:00,,,2024-10-02 17:09:00,,,1188,2024-10-02 06:09:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
29,Tuesday,AA,1051,N880AA,SFO,DFW,2024-10-02 12:00:00,,,2024-10-02 21:04:00,,,1464,2024-10-02 06:54:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
29,Tuesday,AA,82,N3ACAA,SFO,ORD,2024-10-02 05:00:00,,,2024-10-02 02:57:00,,,1846,2024-10-02 11:17:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,AA,2278,N3LPAA,LAX,ORD,2024-10-02 05:00:00,,,2024-10-02 02:45:00,,,1744,2024-10-02 11:05:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,AA,2281,N3LDAA,PDX,ORD,2024-10-02 05:00:00,,,2024-10-02 02:40:00,,,1739,2024-10-02 11:00:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,AA,375,N3GMAA,DEN,DFW,2024-10-02 05:00:00,,,2024-10-02 12:04:00,,,641,2024-10-02 08:04:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
29,Tuesday,AA,1500,N3KLAA,BOS,ORD,2024-10-02 05:00:00,,,2024-10-02 18:08:00,,,867,2024-10-02 07:08:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,AA,1102,N3LBAA,AUS,DFW,2024-10-02 05:05:00,,,2024-10-02 06:03:00,,,190,2024-10-02 06:08:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
29,Tuesday,AA,1310,N425AA,MSP,ORD,2024-10-02 05:15:00,,,2024-10-02 10:06:00,,,334,2024-10-02 07:01:00,,,0,1,A,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,WN,2806,N7818L,BDL,MDW,2024-10-02 05:25:00,,,2024-10-02 15:05:00,,,777,2024-10-02 07:00:00,,,0,1,A,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
29,Tuesday,WN,169,N7716A,AUS,BWI,2024-10-02 05:30:00,,,2024-10-02 18:00:00,,,1342,2024-10-02 09:30:00,,,0,1,A,,,,,,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
29,Tuesday,WN,2119,,FNT,BWI,2024-10-02 05:30:00,,,2024-10-02 10:05:00,,,452,2024-10-02 07:15:00,,,0,1,B,,,,,,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
29,Tuesday,WN,434,,GRR,BWI,2024-10-02 05:30:00,,,2024-10-02 10:05:00,,,528,2024-10-02 07:15:00,,,0,1,B,,,,,,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
29,Tuesday,WN,2425,N749SW,SFO,PHX,2024-10-02 05:30:00,,,2024-10-02 10:05:00,,,651,2024-10-02 08:15:00,,,0,1,B,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
29,Tuesday,WN,1997,N461WN,PHL,MCO,2024-10-02 05:30:00,,,2024-10-02 15:05:00,,,861,2024-10-02 08:05:00,,,0,1,A,,,,,,MCO,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
29,Tuesday,WN,2759,,ATL,DEN,2024-10-02 05:35:00,,,2024-10-02 20:05:00,,,1199,2024-10-02 07:00:00,,,0,1,B,,,,,,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
29,Tuesday,WN,1307,N775SW,LAX,BNA,2024-10-02 05:35:00,,,2024-10-02 23:05:00,,,1797,2024-10-02 11:30:00,,,0,1,A,,,,,,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
29,Tuesday,WN,2235,,ROC,BWI,2024-10-02 05:35:00,,,2024-10-02 10:00:00,,,277,2024-10-02 07:15:00,,,0,1,B,,,,,,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
29,Tuesday,WN,2545,N447WN,SMF,ONT,2024-10-02 05:35:00,,,2024-10-02 07:05:00,,,390,2024-10-02 06:50:00,,,0,1,A,,,,,,ONT,Ontario International Airport,Ontario,CA,USA,34.056,-117.60119
29,Tuesday,WN,3164,N292WN,MSY,BWI,2024-10-02 05:35:00,,,2024-10-02 14:05:00,,,998,2024-10-02 09:00:00,,,0,1,B,,,,,,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
29,Tuesday,AA,1951,,ORD,CLT,2024-10-02 05:35:00,,,2024-10-02 11:04:00,,,599,2024-10-02 08:29:00,,,0,1,C,,,,,,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
29,Tuesday,WN,1294,N629SW,LAX,PHX,2024-10-02 05:40:00,,,2024-10-02 08:00:00,,,370,2024-10-02 08:00:00,,,0,1,A,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
29,Tuesday,WN,1326,,LBB,DAL,2024-10-02 05:40:00,,,2024-10-02 07:00:00,,,293,2024-10-02 06:50:00,,,0,1,B,,,,,,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
29,Tuesday,WN,516,N757LV,CLE,BWI,2024-10-02 05:40:00,,,2024-10-02 08:00:00,,,314,2024-10-02 07:00:00,,,0,1,B,,,,,,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
29,Tuesday,WN,259,N773SA,RNO,DEN,2024-10-02 05:40:00,,,2024-10-02 13:05:00,,,804,2024-10-02 08:55:00,,,0,1,A,,,,,,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
29,Tuesday,WN,4046,N763SW,SAT,ATL,2024-10-02 05:40:00,,,2024-10-02 14:00:00,,,874,2024-10-02 09:00:00,,,0,1,A,,,,,,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
29,Tuesday,WN,1887,N479WN,OMA,MDW,2024-10-02 05:40:00,,,2024-10-02 09:00:00,,,423,2024-10-02 07:10:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
29,Tuesday,AA,2581,N468AA,FLL,ORD,2024-10-02 05:40:00,,,2024-10-02 20:07:00,,,1182,2024-10-02 08:07:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,WN,2092,N602SW,ABQ,PHX,2024-10-02 05:45:00,,,2024-10-02 08:00:00,,,328,2024-10-02 07:05:00,,,0,1,A,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
29,Tuesday,WN,1647,N482WN,BHM,HOU,2024-10-02 05:45:00,,,2024-10-02 12:00:00,,,570,2024-10-02 07:45:00,,,0,1,A,,,,,,HOU,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889
29,Tuesday,WN,281,N207WN,BNA,MDW,2024-10-02 05:45:00,,,2024-10-02 09:05:00,,,395,2024-10-02 07:20:00,,,0,1,A,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
29,Tuesday,WN,2812,N969WN,DTW,DAL,2024-10-02 05:45:00,,,2024-10-02 18:00:00,,,981,2024-10-02 07:45:00,,,0,1,A,,,,,,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
29,Tuesday,WN,2335,N958WN,SAT,MDW,2024-10-02 05:50:00,,,2024-10-02 15:05:00,,,1036,2024-10-02 08:25:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
29,Tuesday,AA,2428,N4XWAA,RDU,DFW,2024-10-02 05:50:00,,,2024-10-02 19:05:00,,,1061,2024-10-02 08:05:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
29,Tuesday,WN,845,N706SW,DTW,MDW,2024-10-02 05:55:00,,,2024-10-02 07:00:00,,,228,2024-10-02 06:05:00,,,0,1,A,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
29,Tuesday,WN,1229,N488WN,LAS,DEN,2024-10-02 05:55:00,,,2024-10-02 11:00:00,,,628,2024-10-02 08:45:00,,,0,1,A,,,,,,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
29,Tuesday,WN,3150,N273WN,LAX,ATL,2024-10-02 05:55:00,,,2024-10-02 02:55:00,,,1947,2024-10-02 13:10:00,,,0,1,A,,,,,,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
29,Tuesday,AA,1041,N482AA,MSP,ORD,2024-10-02 05:59:00,,,2024-10-02 10:06:00,,,334,2024-10-02 07:45:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,WN,1528,N8600F,CLE,MDW,2024-10-02 06:00:00,,,2024-10-02 09:05:00,,,307,2024-10-02 06:35:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
29,Tuesday,WN,2076,N375SW,PHX,LAX,2024-10-02 06:00:00,,,2024-10-02 08:05:00,,,370,2024-10-02 06:25:00,,,0,1,A,,,,,,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
29,Tuesday,AA,1033,N3JLAA,DFW,DCA,2024-10-02 06:00:00,,,2024-10-02 16:03:00,,,1192,2024-10-02 09:43:00,,,0,1,B,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
29,Tuesday,AA,1107,N3EWAA,LGA,DFW,2024-10-02 06:00:00,,,2024-10-02 02:52:00,,,1389,2024-10-02 09:12:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
29,Tuesday,AA,1088,N881AA,LAS,DFW,2024-10-02 06:00:00,,,2024-10-02 16:06:00,,,1055,2024-10-02 10:46:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
29,Tuesday,AA,1462,N3LUAA,ONT,DFW,2024-10-02 06:00:00,,,2024-10-02 18:04:00,,,1188,2024-10-02 11:04:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
29,Tuesday,AA,1622,N3CTAA,BOS,DFW,2024-10-02 06:00:00,,,,,,1562,2024-10-02 09:36:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
29,Tuesday,AA,2463,N3GBAA,PHL,MIA,2024-10-02 06:00:00,,,2024-10-02 17:02:00,,,1013,2024-10-02 08:52:00,,,0,1,B,,,,,,MIA,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
29,Tuesday,AA,2392,N3CLAA,LAX,ORD,2024-10-02 06:00:00,,,2024-10-02 02:53:00,,,1744,2024-10-02 12:13:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,AA,1853,N179UW,BOS,CLT,2024-10-02 06:00:00,2024-10-02 07:36:00,96.0,2024-10-02 15:03:00,,,728,2024-10-02 08:33:00,,,0,1,A,,,,,,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
29,Tuesday,WN,28,N277WN,BUF,BWI,2024-10-02 06:05:00,,,2024-10-02 08:00:00,,,281,2024-10-02 07:25:00,,,0,1,A,,,,,,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
29,Tuesday,WN,2895,N229WN,MDW,DTW,2024-10-02 06:05:00,,,2024-10-02 07:00:00,,,228,2024-10-02 08:15:00,,,0,1,A,,,,,,DTW,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
29,Tuesday,WN,2742,,FNT,TPA,2024-10-02 06:05:00,,,2024-10-02 17:05:00,,,1036,2024-10-02 09:00:00,,,0,1,B,,,,,,TPA,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
29,Tuesday,WN,246,N489WN,DAY,DEN,2024-10-02 06:10:00,,,2024-10-02 19:05:00,,,1085,2024-10-02 07:25:00,,,0,1,B,,,,,,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
29,Tuesday,WN,1773,N259WN,MSY,MCO,2024-10-02 06:10:00,,,2024-10-02 09:05:00,,,551,2024-10-02 08:45:00,,,0,1,B,,,,,,MCO,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
29,Tuesday,WN,1984,,DAL,LBB,2024-10-02 06:15:00,,,2024-10-02 07:00:00,,,293,2024-10-02 07:25:00,,,0,1,B,,,,,,LBB,Lubbock Preston Smith International Airport,Lubbock,TX,USA,33.66364,-101.82278
29,Tuesday,WN,321,,MEM,MDW,2024-10-02 06:15:00,,,2024-10-02 10:00:00,,,480,2024-10-02 07:55:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
29,Tuesday,WN,411,N270WN,OAK,SLC,2024-10-02 06:15:00,,,2024-10-02 11:00:00,,,588,2024-10-02 09:05:00,,,0,1,A,,,,,,SLC,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97777
29,Tuesday,AA,955,N3ARAA,RDU,MIA,2024-10-02 06:15:00,,,2024-10-02 13:00:00,,,700,2024-10-02 08:25:00,,,0,1,B,,,,,,MIA,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
29,Tuesday,AA,368,N3LRAA,SJC,ORD,2024-10-02 06:16:00,,,,,,1829,2024-10-02 12:40:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,AA,1488,N3GDAA,BOS,ORD,2024-10-02 06:18:00,,,2024-10-02 19:02:00,,,867,2024-10-02 08:30:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,AA,2553,N4YLAA,SLC,ORD,2024-10-02 06:20:00,,,2024-10-02 19:02:00,,,1250,2024-10-02 10:32:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,WN,2880,N560WN,BUF,MCO,2024-10-02 06:25:00,,,2024-10-02 17:05:00,,,1011,2024-10-02 09:20:00,,,0,1,A,,,,,,MCO,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
29,Tuesday,WN,1119,N477WN,MKE,DAL,2024-10-02 06:25:00,,,2024-10-02 16:05:00,,,850,2024-10-02 09:10:00,,,0,1,A,,,,,,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
29,Tuesday,WN,372,N372SW,BWI,BUF,2024-10-02 06:30:00,,,2024-10-02 07:00:00,,,281,2024-10-02 07:40:00,,,0,1,A,,,,,,BUF,Buffalo Niagara International Airport,Buffalo,NY,USA,42.94052,-78.73217
29,Tuesday,WN,813,,DSM,MDW,2024-10-02 06:30:00,,,2024-10-02 08:00:00,,,306,2024-10-02 07:50:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
29,Tuesday,WN,1486,N926WN,DTW,BNA,2024-10-02 06:30:00,,,2024-10-02 10:00:00,,,456,2024-10-02 07:10:00,,,0,1,A,,,,,,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
29,Tuesday,WN,1330,,LBB,AUS,2024-10-02 06:30:00,,,2024-10-02 07:00:00,,,341,2024-10-02 07:40:00,,,0,1,B,,,,,,AUS,Austin-Bergstrom International Airport,Austin,TX,USA,30.19453,-97.66987
29,Tuesday,WN,1702,N7813P,MKE,DCA,2024-10-02 06:30:00,,,2024-10-02 11:05:00,,,634,2024-10-02 09:25:00,,,0,1,A,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
29,Tuesday,WN,1521,N231WN,MCO,STL,2024-10-02 06:35:00,,,2024-10-02 15:05:00,,,882,2024-10-02 08:10:00,,,0,1,A,,,,,,STL,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.74769,-90.35999
29,Tuesday,WN,895,N604SW,FLL,BNA,2024-10-02 06:35:00,,,2024-10-02 14:00:00,,,793,2024-10-02 07:55:00,,,0,1,B,,,,,,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
29,Tuesday,WN,591,N8670A,LAS,MDW,2024-10-02 06:35:00,,,2024-10-02 21:00:00,,,1521,2024-10-02 12:05:00,,,0,1,B,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
29,Tuesday,WN,2932,N365SW,BWI,MCO,2024-10-02 06:35:00,,,2024-10-02 14:05:00,,,787,2024-10-02 09:00:00,,,0,1,B,,,,,,MCO,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
29,Tuesday,WN,202,N7736A,AUS,BNA,2024-10-02 06:40:00,,,2024-10-02 11:05:00,,,756,2024-10-02 08:35:00,,,0,1,A,,,,,,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
29,Tuesday,WN,2248,,RSW,BWI,2024-10-02 06:40:00,,,2024-10-02 14:00:00,,,919,2024-10-02 09:00:00,,,0,1,A,,,,,,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
29,Tuesday,WN,1926,N8613K,ORF,MDW,2024-10-02 06:40:00,,,2024-10-02 13:05:00,,,704,2024-10-02 07:55:00,,,0,1,A,,,,,,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
29,Tuesday,AA,1509,N3EKAA,MIA,BOS,2024-10-02 06:40:00,,,2024-10-02 18:08:00,,,1258,2024-10-02 09:48:00,,,0,1,B,,,,,,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
29,Tuesday,AA,2305,N4WKAA,ORD,DFW,2024-10-02 06:40:00,,,2024-10-02 16:02:00,,,802,2024-10-02 09:22:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
29,Tuesday,AA,1232,N473AA,TUS,ORD,2024-10-02 06:43:00,,,2024-10-02 21:01:00,,,1437,2024-10-02 11:14:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,AA,1111,N3DXAA,PBI,ORD,2024-10-02 06:44:00,,,2024-10-02 19:06:00,,,1144,2024-10-02 09:00:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,WN,2960,N658SW,AUS,LAS,2024-10-02 06:45:00,,,2024-10-02 18:00:00,,,1090,2024-10-02 07:45:00,,,0,1,A,,,,,,LAS,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
29,Tuesday,WN,436,N8611F,BWI,AUS,2024-10-02 06:45:00,,,2024-10-02 23:05:00,,,1342,2024-10-02 09:40:00,,,0,1,A,,,,,,AUS,Austin-Bergstrom International Airport,Austin,TX,USA,30.19453,-97.66987
29,Tuesday,WN,2917,N205WN,MCO,PHL,2024-10-02 06:45:00,,,2024-10-02 14:00:00,,,861,2024-10-02 09:05:00,,,0,1,A,,,,,,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
29,Tuesday,WN,933,N202WN,FLL,TPA,2024-10-02 06:45:00,,,2024-10-02 06:00:00,,,197,2024-10-02 07:45:00,,,0,1,B,,,,,,TPA,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
29,Tuesday,WN,3044,N270WN,OAK,ABQ,2024-10-02 06:45:00,,,2024-10-02 13:05:00,,,889,2024-10-02 10:00:00,,,0,1,B,,,,,,ABQ,Albuquerque International Sunport,Albuquerque,NM,USA,35.04022,-106.60919
29,Tuesday,WN,2790,N7705A,PHL,TPA,2024-10-02 06:45:00,,,2024-10-02 16:05:00,,,920,2024-10-02 09:30:00,,,0,1,A,,,,,,TPA,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
29,Tuesday,AA,304,N3JGAA,LGA,ORD,2024-10-02 06:45:00,,,2024-10-02 16:06:00,,,733,2024-10-02 08:31:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,AA,1127,N031AA,ATL,MIA,2024-10-02 06:45:00,,,2024-10-02 11:02:00,,,594,2024-10-02 08:37:00,,,0,1,A,,,,,,MIA,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
29,Tuesday,WN,2624,N933WN,MCO,BNA,2024-10-02 06:50:00,,,2024-10-02 12:00:00,,,616,2024-10-02 07:50:00,,,0,1,B,,,,,,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
29,Tuesday,WN,1541,N559WN,MDW,PIT,2024-10-02 06:50:00,,,2024-10-02 08:00:00,,,402,2024-10-02 09:10:00,,,0,1,B,,,,,,PIT,Pittsburgh International Airport,Pittsburgh,PA,USA,40.49147,-80.23287
29,Tuesday,AA,1287,N3CEAA,MIA,ORD,2024-10-02 06:50:00,,,2024-10-02 20:06:00,,,1197,2024-10-02 09:16:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,WN,2798,N8644C,SAN,PHX,2024-10-02 06:55:00,,,2024-10-02 08:05:00,,,304,2024-10-02 09:20:00,,,0,1,A,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
29,Tuesday,AA,1437,N3EBAA,BWI,MIA,2024-10-02 06:59:00,,,2024-10-02 16:03:00,,,946,2024-10-02 09:42:00,,,0,1,B,,,,,,MIA,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
29,Tuesday,WN,225,,ALB,TPA,2024-10-02 07:00:00,,,2024-10-02 20:00:00,,,1130,2024-10-02 10:20:00,,,0,1,B,,,,,,TPA,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
29,Tuesday,WN,425,N408WN,BWI,ALB,2024-10-02 07:00:00,,,2024-10-02 07:05:00,,,289,2024-10-02 08:15:00,,,0,1,B,,,,,,ALB,Albany International Airport,Albany,NY,USA,42.74812,-73.80298
29,Tuesday,WN,136,N790SW,MDW,CLE,2024-10-02 07:00:00,,,2024-10-02 07:00:00,,,307,2024-10-02 09:10:00,,,0,1,B,,,,,,CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494
29,Tuesday,WN,2993,N8672F,CLE,LAS,2024-10-02 07:00:00,,,,,,1824,2024-10-02 08:50:00,,,0,1,A,,,,,,LAS,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
29,Tuesday,WN,1794,N7712G,OAK,LAX,2024-10-02 07:00:00,,,2024-10-02 07:05:00,,,337,2024-10-02 08:15:00,,,0,1,A,,,,,,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
29,Tuesday,AA,9,N789AA,JFK,SFO,2024-10-02 07:00:00,,,2024-10-02 04:03:00,,,2586,2024-10-02 10:43:00,,,0,1,B,,,,,,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
29,Tuesday,AA,327,N4YSAA,DEN,ORD,2024-10-02 07:00:00,,,2024-10-02 15:05:00,,,888,2024-10-02 10:35:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,AA,1215,N3LXAA,SNA,ORD,2024-10-02 07:00:00,,,2024-10-02 23:07:00,,,1726,2024-10-02 12:57:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
29,Tuesday,AA,2320,N032AA,DFW,ORD,2024-10-02 07:00:00,,,2024-10-02 15:00:00,,,802,2024-10-02 09:30:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
